Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização
16,Masculino,3,5.3,93.0%,Sim,Problemas Familiares,2576,Urbana
19,Feminino,2,7.9,93.9%,Sim,Falta de Apoio Escolar,1365,Urbana
17,Feminino,1,6.7,77.9%,Não,Problemas de Saúde,1104,Rural
16,Masculino,1,7.1,59.0%,Sim,0,2050,Urbana
16,Feminino,2,6.0,70.2%,Não,Problemas Financeiros,4470,Rural
14,Feminino,3,5.3,92.9%,Sim,Problemas Familiares,2709,Rural
15,Masculino,3,9.1,99.5%,Não,Falta de Apoio Escolar,3997,Rural
17,Feminino,2,9.8,53.9%,Sim,0,4875,Urbana
14,Masculino,3,5.6,98.4%,Não,0,4176,Rural
18,Feminino,1,9.1,79.4%,Não,0,3964,Urbana
14,Masculino,1,9.0,88.5%,Sim,0,3365,Urbana
17,Masculino,2,8.2,78.3%,Não,0,4236,Rural
15,Masculino,1,9.4,89.0%,Sim,0,2607,Urbana
15,Feminino,1,5.6,88.9%,Sim,Outros,2588,Rural
19,Feminino,3,7.6,85.1%,Não,Problemas Financeiros,1364,Urbana
18,Masculino,3,8.8,91.2%,Sim,Falta de Interesse,1060,Urbana
17,Masculino,2,9.6,94.8%,Não,Falta de Apoio Familiar,2527,Rural
18,Feminino,2,6.4,85.3%,Sim,0,1697,Urbana
17,Masculino,2,5.9,54.5%,Sim,Problemas Familiares,3091,Rural
16,Masculino,2,9.6,62.4%,Sim,0,1093,Urbana
15,Feminino,3,9.0,85.6%,Não,Falta de Apoio Escolar,2617,Urbana
14,Feminino,3,5.9,65.9%,Sim,0,3142,Urbana
14,Feminino,1,8.2,51.2%,Sim,Problemas Financeiros,2640,Urbana
18,Feminino,1,6.1,78.1%,Sim,0,1867,Urbana
15,Masculino,2,6.7,91.7%,Sim,0,3011,Urbana
17,Masculino,1,6.7,97.4%,Sim,0,2643,Rural
18,Feminino,2,8.9,80.3%,Sim,0,1973,Urbana
16,Feminino,1,8.4,68.7%,Não,0,3920,Rural
15,Masculino,1,8.0,72.7%,Sim,Falta de Apoio Familiar,3834,Urbana
14,Feminino,2,9.3,99.1%,Não,Problemas Financeiros,2442,Urbana
18,Masculino,2,5.5,87.4%,Sim,0,1605,Urbana
14,Feminino,2,8.4,85.3%,Não,Falta de Apoio Familiar,1736,Rural
16,Masculino,2,9.1,53.7%,Não,0,4764,Urbana
14,Feminino,1,9.2,62.8%,Não,0,4366,Rural
15,Feminino,3,5.1,96.8%,Não,Problemas Familiares,1930,Rural
17,Feminino,3,9.7,50.3%,Sim,0,3539,Urbana
18,Masculino,2,6.9,90.6%,Não,0,3244,Rural
15,Feminino,1,5.7,63.0%,Sim,Problemas Financeiros,2189,Urbana
15,Masculino,1,6.0,70.7%,Sim,0,2582,Urbana
19,Feminino,3,7.9,92.5%,Sim,0,2216,Urbana
19,Feminino,3,8.6,57.7%,Sim,Problemas Familiares,3424,Rural
18,Masculino,2,9.5,75.1%,Não,0,4595,Urbana
17,Feminino,2,9.5,58.5%,Não,0,2793,Rural
18,Feminino,1,6.0,62.7%,Não,Problemas Financeiros,4016,Rural
17,Masculino,3,9.2,74.2%,Não,Outros,993,Rural
16,Masculino,1,9.9,90.9%,Não,0,1163,Urbana
17,Feminino,3,8.8,60.6%,Sim,0,4190,Rural
19,Feminino,2,6.5,90.2%,Não,0,1534,Rural
16,Feminino,3,6.4,77.9%,Não,0,965,Rural
14,Feminino,2,9.7,84.2%,Não,0,4432,Urbana
14,Feminino,1,5.3,88.3%,Sim,Problemas Financeiros,2426,Rural
15,Masculino,3,6.9,87.3%,Sim,Problemas de Saúde,1982,Rural
18,Feminino,2,6.5,83.0%,Sim,Outros,860,Urbana
19,Masculino,3,9.6,57.9%,Não,0,1163,Urbana
15,Feminino,2,5.2,75.7%,Não,0,1261,Urbana
18,Masculino,2,7.5,76.3%,Não,0,1332,Rural
17,Masculino,1,5.5,75.3%,Sim,Falta de Apoio Escolar,3816,Rural
16,Masculino,1,8.3,92.8%,Não,0,4055,Urbana
14,Feminino,1,8.7,84.1%,Não,Falta de Apoio Escolar,3641,Urbana
14,Feminino,3,5.0,56.5%,Sim,0,1763,Urbana
19,Feminino,2,5.9,70.9%,Não,Falta de Interesse,3942,Urbana
19,Masculino,1,7.7,53.1%,Sim,0,3539,Rural
17,Masculino,2,9.8,51.7%,Sim,0,1102,Urbana
17,Feminino,3,7.4,93.8%,Não,Outros,1557,Urbana
14,Feminino,3,9.7,59.1%,Não,Problemas Familiares,1234,Urbana
14,Masculino,3,7.0,77.2%,Não,0,4785,Rural
19,Masculino,2,5.1,65.1%,Não,0,1748,Rural
19,Masculino,1,5.9,96.8%,Não,Falta de Apoio Escolar,2726,Rural
16,Feminino,2,7.9,87.6%,Não,Falta de Apoio Escolar,3140,Urbana
18,Feminino,1,5.6,80.5%,Não,0,2792,Urbana
16,Masculino,2,7.8,70.3%,Sim,0,4638,Rural
19,Feminino,3,5.4,67.7%,Não,0,1251,Rural
19,Masculino,1,5.7,95.8%,Sim,Falta de Apoio Escolar,1730,Urbana
19,Masculino,1,9.5,62.4%,Não,0,4291,Rural
14,Masculino,3,7.2,88.5%,Sim,0,1830,Rural
17,Feminino,3,5.2,94.4%,Sim,Problemas de Saúde,4817,Urbana
19,Feminino,2,5.5,74.6%,Sim,Problemas Familiares,1029,Urbana
18,Feminino,2,8.1,65.2%,Sim,0,1426,Urbana
18,Masculino,1,5.1,80.9%,Não,0,3424,Rural
17,Feminino,3,10.0,87.7%,Sim,0,1057,Urbana
15,Feminino,3,7.4,74.0%,Sim,Problemas Familiares,4679,Urbana
17,Masculino,1,6.0,55.3%,Não,Problemas Financeiros,3616,Rural
15,Feminino,2,5.1,56.3%,Sim,Outros,1384,Urbana
16,Masculino,1,8.2,81.8%,Sim,0,2900,Urbana
17,Masculino,2,9.0,76.0%,Sim,Problemas Familiares,1543,Urbana
16,Masculino,2,6.6,94.3%,Não,0,1694,Rural
17,Masculino,2,6.1,91.5%,Sim,Outros,2058,Rural
19,Masculino,2,7.5,66.6%,Não,Outros,2270,Urbana
18,Masculino,2,7.8,69.8%,Sim,0,2678,Rural
17,Masculino,1,6.0,76.4%,Não,0,2906,Rural
17,Masculino,1,6.1,93.2%,Não,0,3669,Urbana
18,Feminino,1,6.2,52.9%,Não,0,2897,Urbana
17,Feminino,1,9.5,61.3%,Não,Problemas Familiares,2521,Urbana
14,Feminino,2,8.0,64.5%,Não,0,2661,Rural
19,Feminino,1,9.6,76.8%,Não,0,973,Rural
16,Masculino,3,5.2,64.8%,Sim,0,1222,Urbana
15,Feminino,1,7.2,52.8%,Sim,Falta de Apoio Escolar,4488,Rural
15,Masculino,2,8.6,83.9%,Não,Problemas de Saúde,1759,Urbana
14,Feminino,1,9.2,74.5%,Não,0,3986,Urbana
16,Feminino,1,7.6,71.7%,Sim,Falta de Apoio Familiar,4944,Rural
19,Feminino,3,6.5,94.4%,Não,Falta de Apoio Familiar,3220,Rural
15,Feminino,2,5.1,91.7%,Não,0,3960,Urbana
18,Masculino,2,5.8,67.7%,Não,Outros,4275,Rural
14,Masculino,1,9.7,73.4%,Não,0,3058,Urbana
18,Feminino,3,8.3,97.9%,Sim,Outros,1048,Urbana
18,Feminino,3,9.4,95.2%,Não,Falta de Apoio Escolar,3279,Rural
18,Feminino,1,6.9,77.9%,Não,0,3249,Urbana
14,Feminino,2,5.2,73.4%,Não,Problemas Familiares,1719,Rural
15,Masculino,1,9.0,66.4%,Não,Problemas Familiares,2976,Rural
16,Feminino,2,5.5,51.9%,Não,0,4782,Urbana
14,Feminino,1,7.9,79.2%,Sim,0,3977,Urbana
17,Masculino,3,10.0,79.5%,Não,0,2208,Rural
14,Feminino,2,9.8,82.7%,Sim,0,1250,Urbana
15,Feminino,1,8.5,54.1%,Não,0,4281,Urbana
14,Feminino,2,6.7,81.9%,Não,Problemas Familiares,4471,Rural
17,Masculino,2,8.3,76.7%,Sim,Problemas Financeiros,1161,Rural
18,Masculino,3,9.8,60.7%,Sim,0,1333,Rural
14,Masculino,1,7.6,56.9%,Não,0,4996,Rural
18,Masculino,1,9.6,80.5%,Não,0,3101,Rural
14,Feminino,2,8.2,82.9%,Sim,0,1222,Rural
17,Masculino,2,6.5,52.3%,Sim,0,4276,Rural
14,Masculino,3,8.7,56.7%,Sim,0,4542,Urbana
19,Feminino,2,7.6,54.3%,Sim,0,1102,Rural
15,Feminino,2,8.2,85.0%,Sim,0,2354,Urbana
18,Masculino,1,6.4,56.8%,Não,0,1489,Urbana
15,Feminino,1,7.1,91.1%,Não,Problemas Financeiros,4244,Urbana
18,Masculino,3,9.7,79.3%,Sim,Problemas de Saúde,3348,Rural
14,Feminino,1,8.3,96.0%,Sim,0,4208,Rural
19,Masculino,2,9.6,53.7%,Sim,0,1574,Rural
16,Masculino,2,6.7,50.7%,Sim,0,3428,Urbana
14,Masculino,2,5.4,57.8%,Não,0,2260,Rural
19,Masculino,1,5.3,77.1%,Não,Falta de Interesse,980,Rural
18,Feminino,2,9.6,57.5%,Sim,0,4428,Rural
17,Masculino,1,7.2,80.3%,Sim,0,1112,Urbana
15,Feminino,2,9.4,71.4%,Não,0,2368,Urbana
18,Masculino,2,6.4,84.1%,Não,Falta de Apoio Familiar,4335,Urbana
14,Masculino,3,9.6,77.2%,Não,0,2367,Urbana
15,Feminino,3,8.8,87.4%,Sim,0,3411,Urbana
15,Masculino,3,5.7,84.6%,Sim,Problemas Familiares,3820,Urbana
14,Feminino,3,5.1,87.6%,Não,Problemas Familiares,3025,Urbana
16,Masculino,1,8.9,90.3%,Sim,Outros,2039,Urbana
19,Masculino,2,6.3,85.3%,Sim,0,4574,Urbana
16,Masculino,1,5.1,61.1%,Não,Falta de Apoio Familiar,1572,Urbana
15,Masculino,3,6.9,79.3%,Sim,0,3391,Urbana
14,Masculino,2,5.1,82.4%,Não,0,2787,Rural
19,Feminino,3,9.3,70.8%,Não,0,3456,Urbana
16,Masculino,1,8.5,68.4%,Não,0,1205,Rural
19,Feminino,3,8.2,96.5%,Sim,Falta de Apoio Escolar,4494,Urbana
18,Masculino,2,8.4,68.1%,Não,Falta de Apoio Escolar,4516,Rural
16,Masculino,2,6.2,51.7%,Sim,Problemas de Saúde,3381,Rural
16,Feminino,3,6.4,80.1%,Sim,0,3695,Urbana
18,Feminino,3,6.5,83.3%,Não,Falta de Interesse,4643,Urbana
15,Feminino,1,7.8,88.6%,Não,Outros,4826,Urbana
15,Feminino,2,5.4,80.5%,Não,0,3664,Urbana
16,Masculino,2,7.3,67.7%,Sim,0,1199,Rural
14,Feminino,1,5.6,61.7%,Sim,Outros,1084,Urbana
15,Feminino,2,6.7,92.6%,Sim,Falta de Apoio Escolar,2460,Urbana
15,Masculino,1,9.9,59.0%,Sim,0,4052,Rural
16,Masculino,2,7.5,84.8%,Sim,Outros,3371,Rural
18,Feminino,3,9.7,76.2%,Não,Problemas de Saúde,1468,Rural
15,Masculino,2,6.0,51.1%,Não,0,4409,Rural
16,Feminino,2,6.5,76.0%,Não,Falta de Apoio Familiar,2785,Rural
18,Masculino,3,6.2,57.3%,Não,0,4990,Rural
19,Masculino,2,8.6,53.9%,Sim,0,4447,Rural
18,Masculino,3,8.5,75.4%,Sim,Problemas de Saúde,1157,Rural
19,Feminino,2,7.1,56.5%,Não,0,3483,Urbana
16,Feminino,3,8.3,92.3%,Não,Problemas de Saúde,1377,Rural
19,Masculino,1,8.1,70.7%,Não,0,2584,Urbana
14,Masculino,2,6.6,93.4%,Sim,Falta de Apoio Escolar,3894,Urbana
17,Masculino,2,7.6,76.8%,Sim,0,2261,Rural
19,Feminino,1,8.7,78.8%,Sim,Outros,3550,Rural
16,Masculino,1,9.0,53.8%,Sim,0,2499,Urbana
15,Masculino,1,8.3,69.4%,Não,Falta de Interesse,4803,Rural
15,Masculino,2,7.4,92.1%,Sim,Problemas Financeiros,3904,Rural
17,Feminino,2,9.7,64.4%,Sim,0,4576,Urbana
16,Feminino,2,5.2,60.3%,Sim,Outros,4869,Rural
15,Masculino,3,5.3,55.4%,Sim,Falta de Apoio Familiar,4339,Urbana
18,Feminino,2,8.7,91.2%,Não,Falta de Apoio Familiar,1235,Urbana
15,Feminino,2,8.9,89.3%,Não,0,2054,Rural
18,Masculino,3,8.4,66.0%,Sim,Problemas Familiares,3613,Rural
15,Feminino,3,6.3,93.0%,Sim,0,4144,Rural
16,Feminino,2,5.8,96.1%,Não,0,2410,Urbana
15,Masculino,1,7.1,56.9%,Não,0,3208,Rural
16,Masculino,2,5.9,67.5%,Sim,0,2758,Rural
18,Masculino,2,5.1,60.2%,Sim,0,2118,Urbana
17,Masculino,2,9.5,94.9%,Não,0,3612,Urbana
15,Masculino,1,5.9,70.4%,Sim,0,3421,Urbana
14,Feminino,1,7.5,68.7%,Não,Problemas de Saúde,3539,Rural
16,Masculino,3,6.1,77.4%,Sim,0,1346,Urbana
19,Feminino,1,9.1,83.3%,Não,0,4132,Rural
15,Feminino,2,7.1,57.5%,Não,Problemas de Saúde,4382,Urbana
18,Masculino,3,7.2,61.1%,Sim,0,1866,Urbana
19,Feminino,2,8.0,65.1%,Não,0,1929,Urbana
18,Feminino,2,8.7,68.7%,Não,Falta de Interesse,3693,Urbana
19,Feminino,1,7.0,82.1%,Não,Outros,4499,Rural
15,Feminino,3,8.9,67.5%,Sim,0,1801,Urbana
17,Masculino,3,5.3,73.0%,Não,0,4304,Rural
17,Feminino,3,9.2,91.2%,Não,Falta de Apoio Familiar,4831,Rural
16,Feminino,2,8.3,54.6%,Não,Falta de Interesse,2083,Rural
15,Masculino,2,7.2,54.3%,Não,0,1925,Urbana
18,Masculino,1,9.4,79.8%,Sim,Falta de Interesse,3521,Urbana
17,Feminino,1,7.7,55.1%,Não,0,2324,Rural
15,Masculino,1,5.0,88.8%,Não,0,3928,Urbana
14,Feminino,1,5.8,81.1%,Não,Falta de Interesse,4023,Urbana
16,Masculino,2,7.0,82.0%,Sim,Problemas Financeiros,2649,Rural
19,Masculino,3,6.9,90.9%,Sim,0,1714,Urbana
17,Feminino,2,6.2,88.4%,Não,0,4531,Rural
17,Feminino,2,6.1,66.6%,Não,0,3229,Urbana
15,Masculino,2,7.0,56.8%,Não,0,3076,Rural
18,Feminino,1,7.1,83.0%,Sim,Problemas Financeiros,4767,Urbana
17,Feminino,2,6.1,69.7%,Não,Falta de Apoio Familiar,3274,Urbana
18,Masculino,2,6.8,97.0%,Sim,0,2879,Urbana
15,Feminino,2,6.5,71.2%,Sim,Outros,4498,Urbana
14,Masculino,3,8.8,94.0%,Não,0,818,Rural
19,Feminino,1,7.8,63.1%,Não,0,4886,Urbana
19,Masculino,2,7.6,56.0%,Sim,Outros,4129,Rural
14,Masculino,2,9.3,87.2%,Sim,0,872,Urbana
17,Masculino,2,6.9,55.3%,Não,Problemas Financeiros,1797,Rural
16,Feminino,2,5.8,78.9%,Não,Falta de Apoio Familiar,2252,Urbana
17,Masculino,3,6.9,53.8%,Sim,Falta de Apoio Escolar,1473,Rural
14,Feminino,3,8.9,53.1%,Não,0,958,Rural
17,Masculino,2,8.3,75.1%,Sim,0,3683,Rural
16,Masculino,2,9.1,63.0%,Não,0,4530,Rural
14,Feminino,3,5.0,68.6%,Sim,0,1298,Rural
16,Masculino,3,8.7,55.0%,Sim,Problemas de Saúde,1460,Urbana
19,Feminino,3,7.7,83.2%,Não,Problemas de Saúde,963,Rural
17,Masculino,2,8.9,50.8%,Não,Falta de Interesse,4415,Rural
15,Masculino,3,9.4,58.8%,Sim,0,2214,Rural
18,Feminino,1,7.4,59.5%,Não,Problemas de Saúde,4488,Urbana
16,Feminino,2,9.4,60.0%,Sim,Falta de Apoio Familiar,1396,Rural
17,Masculino,3,7.7,84.8%,Sim,0,4839,Rural
18,Masculino,2,6.1,82.7%,Sim,0,2841,Urbana
16,Feminino,1,7.4,70.5%,Sim,0,3573,Urbana
19,Masculino,1,9.1,71.3%,Não,0,4483,Urbana
15,Masculino,3,6.9,90.6%,Não,0,1488,Urbana
16,Feminino,1,9.4,95.4%,Sim,Problemas de Saúde,4940,Urbana
17,Masculino,3,7.7,66.8%,Sim,0,2246,Rural
14,Masculino,2,6.5,91.1%,Não,0,1847,Rural
14,Masculino,1,7.4,85.4%,Não,0,4526,Urbana
15,Feminino,2,9.9,66.6%,Não,0,4968,Urbana
16,Masculino,2,7.5,65.9%,Sim,Falta de Apoio Familiar,4953,Urbana
16,Feminino,2,8.6,67.0%,Não,0,2995,Rural
15,Feminino,2,6.4,76.1%,Não,0,826,Rural
15,Feminino,3,6.7,68.3%,Não,0,3620,Urbana
16,Masculino,3,8.7,61.8%,Sim,Problemas de Saúde,2154,Rural
17,Masculino,1,9.5,55.1%,Não,0,4334,Urbana
17,Masculino,1,8.6,65.1%,Não,0,4136,Rural
16,Feminino,2,9.1,59.6%,Não,0,4333,Rural
16,Masculino,1,8.4,59.1%,Não,0,2849,Urbana
15,Feminino,1,9.7,93.4%,Sim,Falta de Apoio Familiar,2006,Urbana
18,Feminino,3,6.4,85.0%,Sim,0,3038,Urbana
17,Masculino,1,8.4,66.0%,Não,Falta de Apoio Familiar,2937,Urbana
17,Masculino,2,8.7,59.6%,Sim,0,4978,Urbana
16,Masculino,2,7.8,78.1%,Não,0,4685,Urbana
15,Feminino,3,7.8,52.4%,Não,Problemas Financeiros,4085,Urbana
17,Feminino,2,9.5,99.0%,Sim,0,3782,Urbana
18,Feminino,3,8.8,74.6%,Não,Outros,4380,Rural
16,Masculino,1,9.3,93.2%,Sim,0,1297,Urbana
18,Feminino,2,5.0,59.3%,Sim,Problemas Familiares,3464,Rural
14,Masculino,2,6.8,80.1%,Não,0,1555,Urbana
16,Feminino,2,8.8,76.2%,Não,Problemas Familiares,4568,Urbana
19,Masculino,1,9.5,81.3%,Não,Problemas Financeiros,1583,Urbana
19,Masculino,1,8.7,67.7%,Não,0,3420,Rural
19,Feminino,3,8.0,64.2%,Não,Falta de Interesse,2887,Urbana
16,Masculino,1,7.8,74.4%,Não,0,2034,Rural
17,Feminino,3,8.1,63.7%,Não,Falta de Apoio Familiar,2102,Urbana
16,Masculino,3,8.8,61.2%,Sim,0,856,Urbana
18,Feminino,1,5.3,70.5%,Não,Falta de Apoio Escolar,922,Rural
16,Feminino,1,6.8,53.9%,Sim,Problemas de Saúde,3558,Rural
14,Masculino,3,6.0,52.7%,Não,0,1627,Rural
19,Feminino,2,6.7,77.0%,Não,0,1103,Rural
19,Masculino,3,7.5,99.9%,Sim,Problemas Familiares,1285,Urbana
17,Feminino,1,9.1,75.0%,Sim,0,974,Rural
18,Feminino,1,7.6,94.6%,Sim,Problemas Financeiros,2335,Urbana
15,Feminino,2,8.3,61.0%,Não,Problemas de Saúde,2146,Urbana
15,Feminino,1,9.8,67.0%,Sim,Outros,4464,Urbana
19,Feminino,3,6.3,59.7%,Não,Falta de Apoio Familiar,1558,Rural
18,Masculino,3,6.7,63.8%,Não,0,3393,Rural
18,Feminino,3,7.5,63.0%,Não,0,3352,Rural
18,Feminino,2,6.7,93.8%,Sim,Outros,3322,Urbana
14,Masculino,3,5.1,71.0%,Não,0,2433,Rural
17,Feminino,1,8.6,50.7%,Não,Problemas Financeiros,3767,Urbana
15,Masculino,3,6.8,81.1%,Não,0,1102,Urbana
16,Feminino,3,9.4,89.0%,Não,Falta de Apoio Familiar,3284,Rural
15,Masculino,2,5.9,64.2%,Não,0,3032,Urbana
18,Masculino,2,5.0,90.5%,Sim,0,1823,Urbana
17,Masculino,2,5.6,81.2%,Não,Problemas Financeiros,832,Urbana
15,Feminino,2,7.1,96.7%,Não,0,4854,Urbana
17,Masculino,1,9.7,85.5%,Não,0,4426,Rural
17,Masculino,2,6.0,63.8%,Sim,0,2150,Rural
19,Feminino,1,6.5,92.0%,Sim,0,2823,Rural
15,Masculino,1,8.4,82.7%,Sim,0,2857,Urbana
15,Feminino,3,7.0,52.9%,Não,Problemas Financeiros,3941,Rural
17,Masculino,1,7.8,60.9%,Sim,Problemas de Saúde,2181,Urbana
19,Feminino,1,9.3,76.4%,Não,Outros,1933,Urbana
18,Feminino,2,6.8,72.8%,Não,Falta de Apoio Familiar,3853,Rural
19,Feminino,1,9.8,91.3%,Sim,0,3368,Urbana
16,Masculino,1,6.5,97.4%,Sim,0,4321,Rural
17,Masculino,2,6.8,96.2%,Sim,0,1794,Rural
14,Feminino,2,8.8,88.6%,Sim,0,3312,Urbana
15,Masculino,2,7.1,81.0%,Sim,0,2839,Urbana
16,Masculino,2,6.5,99.0%,Não,Outros,3713,Rural
17,Feminino,3,9.2,77.4%,Sim,Falta de Interesse,2315,Rural
16,Feminino,3,7.0,99.7%,Sim,Falta de Apoio Escolar,2755,Rural
19,Masculino,1,7.9,70.6%,Sim,0,1168,Rural
15,Masculino,2,8.7,73.0%,Não,Outros,4975,Urbana
18,Masculino,2,9.8,88.8%,Não,0,4927,Urbana
14,Masculino,2,6.9,89.4%,Sim,0,3527,Rural
14,Feminino,1,8.5,69.8%,Não,Problemas Familiares,4008,Rural
14,Feminino,1,6.2,60.8%,Sim,Falta de Apoio Familiar,3183,Rural
17,Masculino,3,8.3,87.9%,Sim,0,3408,Urbana
19,Masculino,2,5.1,65.1%,Sim,0,1137,Urbana
18,Feminino,1,5.9,92.1%,Sim,0,2452,Urbana
14,Masculino,2,9.4,63.2%,Não,Falta de Apoio Familiar,1058,Rural
15,Feminino,3,7.0,99.0%,Sim,0,1388,Urbana
16,Feminino,3,6.3,86.1%,Sim,Outros,4782,Urbana
19,Masculino,3,8.4,99.8%,Sim,Problemas Familiares,2125,Urbana
16,Masculino,3,6.0,76.2%,Sim,Falta de Apoio Escolar,1681,Urbana
19,Feminino,3,8.3,54.9%,Não,Falta de Apoio Familiar,2531,Urbana
15,Feminino,2,8.7,67.2%,Sim,0,1591,Urbana
18,Feminino,3,7.8,77.9%,Sim,Problemas Financeiros,1807,Rural
16,Masculino,1,7.7,82.3%,Sim,0,4428,Urbana
18,Feminino,2,9.8,88.1%,Sim,0,2785,Urbana
18,Feminino,2,9.1,94.3%,Não,0,2867,Rural
19,Feminino,3,6.2,77.1%,Não,0,4611,Urbana
16,Feminino,2,5.5,94.4%,Não,0,1924,Urbana
17,Masculino,2,6.7,82.3%,Sim,0,3050,Urbana
16,Feminino,2,7.6,62.7%,Não,Problemas Financeiros,3809,Rural
15,Feminino,2,8.4,72.0%,Não,Falta de Apoio Familiar,2573,Urbana
15,Masculino,2,9.4,62.8%,Sim,Problemas de Saúde,1833,Urbana
14,Masculino,2,5.1,89.5%,Não,0,2539,Urbana
17,Masculino,2,9.2,69.0%,Sim,0,2226,Rural
16,Masculino,2,8.9,58.9%,Não,Problemas Familiares,4218,Urbana
16,Masculino,1,8.5,85.8%,Não,Falta de Apoio Escolar,4426,Urbana
14,Feminino,1,9.9,99.7%,Não,Falta de Apoio Familiar,2235,Rural
19,Feminino,3,8.6,78.0%,Não,0,2093,Urbana
15,Feminino,2,8.0,58.4%,Sim,0,3649,Urbana
14,Feminino,3,5.6,65.9%,Não,0,1845,Urbana
19,Masculino,1,6.6,86.5%,Sim,Falta de Interesse,3892,Urbana
18,Feminino,2,6.0,65.8%,Não,Falta de Interesse,4859,Urbana
17,Feminino,1,8.8,58.5%,Sim,Problemas Financeiros,2330,Rural
14,Masculino,2,9.3,97.1%,Sim,Outros,4642,Rural
16,Feminino,1,8.4,90.2%,Não,0,4693,Rural
15,Masculino,3,6.6,78.8%,Não,0,888,Rural
18,Masculino,2,5.2,87.7%,Sim,0,3372,Rural
14,Masculino,3,6.4,64.6%,Sim,Problemas Financeiros,2464,Rural
19,Masculino,1,7.4,71.2%,Não,0,889,Urbana
16,Masculino,2,7.8,64.0%,Não,0,4207,Urbana
14,Feminino,1,8.2,91.5%,Sim,Problemas Financeiros,4795,Rural
19,Feminino,1,5.8,55.7%,Não,0,1001,Urbana
16,Feminino,2,8.3,59.2%,Não,0,2199,Urbana
17,Masculino,3,6.5,69.1%,Sim,Outros,3454,Rural
19,Masculino,1,7.3,74.4%,Sim,0,2928,Rural
17,Feminino,3,7.0,89.2%,Não,Problemas Familiares,4905,Rural
14,Feminino,1,9.3,71.9%,Sim,0,3320,Urbana
18,Masculino,2,7.8,62.4%,Sim,0,3545,Urbana
16,Masculino,2,7.2,66.5%,Não,0,3507,Rural
18,Feminino,2,5.8,56.2%,Não,Problemas de Saúde,1059,Urbana
16,Feminino,1,6.0,87.0%,Sim,Problemas de Saúde,1901,Urbana
17,Masculino,1,7.4,64.8%,Sim,Problemas Familiares,1957,Rural
19,Masculino,1,8.2,98.6%,Não,0,1381,Urbana
18,Feminino,2,7.2,95.0%,Sim,0,3843,Rural
15,Feminino,2,9.1,69.0%,Sim,0,3095,Urbana
19,Masculino,3,9.8,88.3%,Sim,0,3711,Rural
15,Feminino,3,9.6,50.8%,Não,Problemas de Saúde,2467,Urbana
15,Feminino,3,9.7,93.4%,Não,0,2079,Urbana
15,Masculino,1,9.9,69.3%,Sim,0,2537,Rural
15,Masculino,1,8.8,60.1%,Não,0,1216,Urbana
19,Masculino,3,7.3,69.1%,Não,0,1214,Urbana
19,Masculino,2,9.2,51.8%,Não,0,3185,Rural
15,Masculino,1,7.4,90.1%,Sim,0,2977,Rural
14,Feminino,1,9.7,94.1%,Sim,Falta de Interesse,1168,Rural
15,Masculino,3,7.2,90.6%,Não,0,2627,Urbana
14,Feminino,1,8.1,55.0%,Sim,Falta de Interesse,4389,Urbana
18,Masculino,3,9.3,70.9%,Não,0,3981,Rural
15,Masculino,1,8.4,82.2%,Sim,Falta de Apoio Escolar,1509,Rural
14,Feminino,1,8.8,86.7%,Sim,0,4644,Urbana
17,Feminino,2,8.2,54.3%,Sim,Outros,4437,Urbana
16,Masculino,3,9.1,69.7%,Sim,0,4958,Urbana
16,Feminino,2,5.6,82.4%,Sim,0,4917,Rural
17,Feminino,3,6.7,60.0%,Sim,0,1385,Urbana
16,Feminino,3,7.2,58.6%,Não,0,2149,Urbana
18,Masculino,3,7.1,74.9%,Sim,0,822,Rural
14,Feminino,1,9.0,80.7%,Sim,Problemas Financeiros,1701,Rural
14,Feminino,3,8.6,61.6%,Sim,0,4090,Rural
15,Masculino,1,8.4,63.6%,Não,Problemas Familiares,931,Urbana
19,Feminino,1,7.3,95.2%,Sim,0,1372,Urbana
17,Masculino,2,8.2,65.7%,Sim,Outros,4709,Rural
19,Masculino,2,6.0,52.6%,Sim,0,1941,Rural
14,Feminino,1,9.8,50.8%,Não,0,3888,Rural
15,Masculino,2,6.7,68.0%,Não,Falta de Apoio Familiar,1791,Rural
19,Masculino,3,6.3,66.4%,Sim,Problemas de Saúde,2033,Rural
14,Masculino,3,6.5,56.6%,Sim,0,3580,Rural
14,Masculino,1,5.7,91.2%,Não,0,1484,Rural
16,Feminino,2,6.4,63.2%,Sim,Outros,4733,Rural
19,Masculino,2,9.2,87.9%,Sim,0,1422,Rural
19,Masculino,3,5.2,81.7%,Sim,Falta de Apoio Familiar,4338,Urbana
14,Feminino,3,9.3,54.4%,Sim,Problemas Financeiros,1178,Urbana
19,Masculino,3,8.3,54.2%,Sim,0,3561,Urbana
18,Feminino,2,7.8,90.8%,Não,0,3858,Rural
15,Feminino,2,8.2,93.4%,Sim,Falta de Apoio Familiar,1828,Rural
19,Masculino,2,8.9,85.8%,Sim,0,1621,Urbana
18,Feminino,1,7.9,71.5%,Sim,Problemas de Saúde,4255,Rural
15,Masculino,2,5.3,59.9%,Não,0,1772,Rural
17,Masculino,2,8.7,52.8%,Não,0,1863,Urbana
18,Feminino,1,7.7,63.3%,Sim,0,1942,Urbana
17,Masculino,3,5.6,62.4%,Não,0,1516,Rural
