Idade,Gênero,Série,Média de Notas,Frequência,Participação em Atividades Extracurriculares,Motivo da Evasão,Renda Familiar,Localização,Evasao
18,Masculino,2,7.6,72.7%,Não,Problemas Familiares,4098,Rural,1
15,Feminino,2,8.1,74.6%,Não,Falta de Interesse,1698,Rural,1
18,Feminino,3,7.6,88.5%,Não,Outros,2777,Urbana,1
15,Masculino,2,8.2,65.4%,Sim,Problemas Familiares,539,Rural,1
16,Feminino,3,5.2,81.4%,Sim,Falta de Apoio Escolar,1681,Urbana,1
17,Feminino,3,8.5,55.0%,Não,Problemas de Saúde,1363,Urbana,1
16,Feminino,3,10.0,77.4%,Não,Falta de Apoio Familiar,4322,Urbana,1
17,Masculino,1,6.8,89.1%,Sim,Problemas de Saúde,701,Urbana,1
18,Feminino,1,6.1,50.5%,Sim,Falta de Interesse,1322,Rural,1
15,Masculino,3,5.1,87.5%,Sim,Problemas Familiares,4715,Rural,1
16,Feminino,3,5.1,96.4%,Não,Outros,2352,Rural,1
16,Masculino,3,5.3,76.6%,Sim,Problemas Familiares,4899,Rural,1
17,Masculino,3,5.5,75.4%,Não,Falta de Apoio Escolar,3340,Urbana,1
17,Feminino,1,8.9,50.1%,Sim,Falta de Interesse,1073,Urbana,1
17,Masculino,1,8.2,86.4%,Sim,Problemas de Saúde,4983,Rural,1
17,Feminino,3,7.4,70.0%,Não,Problemas Financeiros,4349,Rural,1
18,Masculino,3,8.6,51.7%,Não,Problemas de Saúde,2624,Urbana,1
16,Feminino,2,8.9,87.4%,Não,Falta de Apoio Escolar,810,Urbana,1
15,Feminino,1,5.8,77.3%,Sim,0,3350,Rural,0
17,Masculino,2,6.0,74.8%,Sim,Outros,2624,Urbana,1
15,Masculino,2,6.0,75.7%,Não,Problemas Familiares,1596,Rural,1
17,Feminino,1,9.0,78.1%,Sim,Falta de Apoio Familiar,4107,Urbana,1
16,Feminino,1,6.6,78.7%,Sim,Problemas de Saúde,1805,Rural,1
18,Masculino,1,9.5,77.3%,Não,Falta de Apoio Familiar,2676,Urbana,1
18,Feminino,1,9.8,76.9%,Não,Outros,1476,Urbana,1
18,Feminino,1,8.5,51.7%,Sim,Falta de Apoio Escolar,2221,Urbana,1
16,Feminino,1,5.2,88.2%,Não,Falta de Interesse,3447,Urbana,1
16,Feminino,2,8.7,57.6%,Não,Problemas Financeiros,1343,Rural,1
18,Masculino,3,5.3,72.1%,Sim,Problemas de Saúde,3033,Rural,1
18,Masculino,2,8.1,62.2%,Sim,0,1067,Rural,0
17,Feminino,3,9.8,56.2%,Não,Problemas Familiares,2735,Urbana,1
17,Masculino,2,5.2,71.2%,Sim,Problemas de Saúde,593,Urbana,1
17,Masculino,2,6.1,56.4%,Não,Problemas de Saúde,2339,Urbana,1
17,Feminino,1,5.6,99.3%,Não,Problemas Familiares,2322,Urbana,1
18,Masculino,2,7.9,91.1%,Sim,Problemas Financeiros,3429,Rural,1
17,Masculino,1,8.7,57.0%,Sim,Problemas de Saúde,2285,Urbana,1
17,Feminino,1,9.6,51.3%,Não,Falta de Apoio Escolar,2171,Urbana,1
16,Feminino,1,8.4,72.3%,Não,Falta de Apoio Familiar,4342,Urbana,1
16,Masculino,3,7.6,63.8%,Não,Problemas Familiares,1693,Urbana,1
17,Masculino,2,9.9,84.6%,Sim,Falta de Apoio Familiar,1127,Rural,1
18,Masculino,2,8.1,74.5%,Não,Problemas Financeiros,1667,Rural,1
16,Masculino,3,7.3,78.4%,Sim,Problemas de Saúde,2783,Rural,1
15,Masculino,1,5.8,82.9%,Não,0,3497,Rural,0
17,Feminino,2,7.1,92.9%,Não,Falta de Apoio Familiar,4606,Rural,1
15,Feminino,1,9.2,62.8%,Não,Outros,4913,Urbana,1
18,Feminino,2,7.3,50.9%,Não,Outros,889,Rural,1
15,Feminino,2,7.2,78.0%,Não,Falta de Apoio Familiar,1005,Urbana,1
15,Feminino,2,5.6,79.3%,Sim,Outros,2867,Rural,1
15,Feminino,3,6.3,64.0%,Não,0,4857,Rural,0
15,Feminino,3,7.9,82.9%,Sim,Falta de Apoio Familiar,2178,Rural,1
16,Masculino,3,7.7,51.2%,Não,Falta de Interesse,4155,Urbana,1
18,Masculino,3,7.1,63.1%,Sim,Falta de Interesse,705,Urbana,1
16,Feminino,1,8.6,50.1%,Não,Falta de Apoio Familiar,3875,Urbana,1
18,Masculino,2,6.9,54.1%,Não,Problemas Familiares,4240,Urbana,1
15,Masculino,1,9.3,88.8%,Sim,Falta de Interesse,4931,Rural,1
18,Feminino,1,9.3,85.7%,Sim,Problemas Financeiros,4041,Rural,1
18,Masculino,3,8.6,65.5%,Sim,Problemas Financeiros,504,Rural,1
17,Feminino,3,7.4,71.5%,Sim,Problemas de Saúde,3524,Urbana,1
15,Masculino,3,9.9,87.1%,Não,Problemas Financeiros,3238,Urbana,1
18,Feminino,3,5.4,89.9%,Não,Falta de Apoio Familiar,3083,Urbana,1
15,Feminino,1,5.5,56.4%,Sim,Problemas Financeiros,3495,Rural,1
15,Masculino,3,9.6,89.8%,Não,Outros,2961,Rural,1
15,Feminino,3,5.6,64.3%,Não,0,3890,Urbana,0
17,Masculino,3,6.6,61.3%,Sim,Falta de Interesse,4972,Urbana,1
18,Feminino,2,5.7,65.5%,Sim,Problemas Financeiros,3497,Rural,1
17,Masculino,3,8.9,80.7%,Sim,Problemas de Saúde,3900,Urbana,1
18,Masculino,3,5.6,74.3%,Sim,Problemas Financeiros,2487,Urbana,1
17,Masculino,2,8.4,85.1%,Sim,Falta de Apoio Familiar,1047,Urbana,1
17,Feminino,2,6.7,83.7%,Sim,Problemas de Saúde,1227,Rural,1
17,Feminino,2,7.4,53.0%,Sim,Problemas Financeiros,1452,Urbana,1
18,Feminino,1,9.4,97.6%,Não,Problemas de Saúde,3096,Rural,1
17,Feminino,3,7.1,65.9%,Sim,Falta de Apoio Familiar,3950,Rural,1
15,Feminino,3,7.0,52.0%,Não,Problemas Familiares,1003,Urbana,1
16,Feminino,2,8.8,88.7%,Sim,Problemas de Saúde,3538,Urbana,1
18,Feminino,2,9.6,83.2%,Não,Problemas Financeiros,968,Rural,1
18,Feminino,2,5.8,83.5%,Não,Falta de Interesse,2246,Rural,1
16,Masculino,2,8.9,75.7%,Não,Falta de Interesse,3670,Urbana,1
15,Feminino,3,9.1,69.4%,Sim,0,523,Urbana,0
17,Feminino,3,6.4,70.6%,Sim,Falta de Apoio Escolar,4578,Urbana,1
16,Masculino,3,9.2,86.2%,Não,Falta de Apoio Escolar,2307,Urbana,1
18,Feminino,3,7.0,66.9%,Sim,Problemas Familiares,1999,Urbana,1
17,Feminino,3,5.7,64.1%,Sim,Falta de Apoio Familiar,2381,Rural,1
17,Masculino,1,5.1,88.1%,Não,Problemas Familiares,2630,Urbana,1
16,Masculino,2,5.2,88.1%,Não,Problemas Familiares,3920,Rural,1
16,Feminino,3,7.8,59.1%,Sim,Problemas Familiares,1313,Rural,1
16,Masculino,2,7.0,99.3%,Não,Problemas Familiares,1139,Rural,1
17,Masculino,1,6.1,55.6%,Sim,Falta de Interesse,4956,Urbana,1
15,Feminino,3,7.9,71.0%,Sim,Falta de Interesse,3497,Rural,1
18,Feminino,1,9.6,69.7%,Não,Falta de Apoio Escolar,3483,Rural,1
17,Feminino,1,8.6,50.8%,Não,Falta de Apoio Escolar,2936,Urbana,1
15,Feminino,2,5.4,93.4%,Não,Problemas Familiares,4834,Urbana,1
16,Masculino,3,9.0,50.9%,Não,Problemas de Saúde,4803,Urbana,1
16,Masculino,1,6.4,62.7%,Sim,Problemas Financeiros,4556,Urbana,1
18,Feminino,1,7.0,83.4%,Sim,Falta de Interesse,4960,Urbana,1
18,Masculino,3,5.8,76.1%,Sim,Falta de Interesse,2365,Urbana,1
18,Feminino,3,7.8,75.6%,Não,0,1354,Rural,0
16,Feminino,3,8.3,54.9%,Sim,Problemas Financeiros,2695,Rural,1
16,Masculino,3,5.3,76.8%,Sim,Falta de Apoio Escolar,4988,Urbana,1
17,Feminino,3,7.8,59.3%,Sim,Falta de Apoio Familiar,3171,Urbana,1
15,Masculino,2,9.3,94.9%,Sim,Outros,1772,Urbana,1
17,Masculino,2,6.9,69.1%,Não,Outros,2665,Urbana,1
15,Feminino,1,7.8,68.3%,Não,0,669,Urbana,0
15,Feminino,3,9.1,83.4%,Sim,Outros,2729,Urbana,1
16,Masculino,2,6.9,59.0%,Não,Problemas Familiares,3358,Rural,1
16,Masculino,2,7.7,52.2%,Sim,Outros,3973,Rural,1
15,Masculino,2,5.1,75.9%,Sim,Problemas Familiares,640,Urbana,1
17,Feminino,3,9.2,52.6%,Sim,Falta de Interesse,2175,Rural,1
15,Feminino,2,6.9,99.1%,Sim,Outros,3860,Rural,1
18,Masculino,1,9.3,93.9%,Não,Falta de Interesse,3287,Urbana,1
17,Feminino,2,7.1,60.1%,Não,Outros,3512,Rural,1
18,Feminino,2,6.9,65.6%,Não,0,1978,Rural,0
18,Feminino,1,7.4,55.0%,Sim,Problemas Familiares,3985,Rural,1
16,Feminino,1,8.6,69.8%,Sim,Falta de Apoio Familiar,4185,Rural,1
18,Feminino,2,7.4,77.8%,Sim,Problemas de Saúde,3159,Urbana,1
17,Masculino,1,6.0,96.6%,Não,Falta de Interesse,3222,Rural,1
18,Masculino,2,7.2,92.7%,Sim,Outros,1144,Urbana,1
16,Masculino,2,5.5,84.5%,Sim,Falta de Apoio Escolar,2438,Urbana,1
15,Feminino,3,7.4,77.4%,Não,Outros,1905,Urbana,1
17,Feminino,1,9.1,90.3%,Sim,Falta de Apoio Familiar,3204,Rural,1
17,Feminino,2,8.6,84.6%,Sim,Falta de Apoio Familiar,637,Urbana,1
16,Feminino,1,9.4,67.1%,Sim,Outros,2326,Rural,1
16,Feminino,2,8.1,68.1%,Sim,Falta de Interesse,2301,Urbana,1
18,Feminino,3,5.0,93.1%,Não,Problemas de Saúde,646,Rural,1
16,Feminino,2,8.0,66.4%,Não,Problemas Familiares,2911,Rural,1
15,Feminino,2,7.7,50.6%,Não,0,3807,Urbana,0
18,Feminino,2,5.8,75.1%,Não,Problemas Familiares,3995,Rural,1
18,Masculino,1,6.2,63.4%,Não,Problemas Financeiros,1059,Urbana,1
15,Feminino,3,5.6,95.5%,Sim,Falta de Interesse,2415,Urbana,1
15,Feminino,1,8.6,83.0%,Não,Outros,4919,Rural,1
17,Feminino,3,5.9,71.3%,Sim,Falta de Interesse,3012,Rural,1
17,Masculino,1,8.9,65.4%,Sim,0,1763,Urbana,0
17,Feminino,1,5.4,77.8%,Sim,Problemas Financeiros,653,Urbana,1
16,Feminino,1,5.7,88.5%,Sim,Problemas Familiares,1378,Urbana,1
15,Masculino,1,5.2,78.8%,Não,Problemas Financeiros,1013,Rural,1
18,Feminino,1,6.1,81.3%,Não,Problemas Financeiros,3102,Urbana,1
16,Feminino,3,9.3,62.6%,Sim,Problemas Financeiros,4409,Urbana,1
15,Masculino,3,7.6,56.1%,Não,Problemas Familiares,4899,Urbana,1
15,Masculino,1,5.2,75.1%,Sim,Falta de Interesse,3859,Rural,1
17,Feminino,2,8.7,71.0%,Não,Falta de Interesse,959,Rural,1
18,Feminino,2,5.3,75.6%,Não,Falta de Apoio Escolar,3763,Rural,1
18,Masculino,1,6.0,71.1%,Sim,Problemas de Saúde,2916,Rural,1
17,Feminino,2,5.9,59.5%,Sim,Problemas Familiares,635,Rural,1
18,Masculino,3,9.7,73.5%,Sim,Problemas Financeiros,4654,Urbana,1
16,Masculino,1,10.0,67.2%,Sim,0,2378,Urbana,0
15,Feminino,3,7.5,95.2%,Não,Problemas de Saúde,1553,Urbana,1
17,Masculino,2,5.7,79.1%,Sim,Falta de Interesse,4915,Rural,1
15,Feminino,1,9.3,56.0%,Sim,Outros,2127,Urbana,1
18,Feminino,2,7.7,70.6%,Sim,Falta de Interesse,1273,Rural,1
15,Feminino,3,6.5,50.4%,Não,Problemas de Saúde,4676,Urbana,1
17,Feminino,2,6.5,68.8%,Sim,Problemas Financeiros,764,Urbana,1
15,Masculino,2,9.8,83.7%,Não,Falta de Apoio Escolar,773,Rural,1
15,Feminino,3,5.4,84.4%,Sim,Problemas Financeiros,4481,Urbana,1
16,Feminino,1,8.3,86.1%,Não,Problemas Financeiros,3060,Rural,1
16,Feminino,1,5.7,82.5%,Não,Outros,4583,Urbana,1
17,Feminino,3,7.1,90.2%,Sim,Falta de Interesse,2990,Urbana,1
17,Masculino,3,7.6,65.9%,Não,Problemas de Saúde,1400,Urbana,1
17,Masculino,3,6.7,51.0%,Não,0,1680,Urbana,0
18,Feminino,3,6.9,92.7%,Sim,Falta de Interesse,1395,Urbana,1
18,Feminino,1,5.9,51.9%,Não,Problemas Familiares,3525,Urbana,1
18,Masculino,1,8.7,54.2%,Não,Falta de Apoio Escolar,2805,Urbana,1
15,Feminino,1,5.3,67.2%,Sim,Problemas Financeiros,1641,Rural,1
15,Masculino,1,7.3,53.6%,Não,Problemas Familiares,1364,Rural,1
17,Feminino,2,8.1,55.4%,Sim,Problemas Financeiros,811,Urbana,1
16,Feminino,1,7.8,67.8%,Sim,Falta de Apoio Familiar,1021,Urbana,1
17,Masculino,3,7.7,75.1%,Sim,Falta de Interesse,1767,Urbana,1
16,Feminino,2,9.4,92.1%,Não,Problemas Financeiros,4284,Rural,1
16,Masculino,3,6.5,58.8%,Não,Problemas Financeiros,2950,Urbana,1
16,Feminino,2,9.5,87.3%,Não,Problemas de Saúde,2052,Rural,1
15,Feminino,3,7.2,58.2%,Não,Falta de Apoio Familiar,2588,Urbana,1
15,Feminino,1,9.6,95.2%,Não,Problemas de Saúde,3119,Urbana,1
18,Feminino,1,5.4,82.6%,Não,Falta de Apoio Familiar,4582,Urbana,1
15,Feminino,1,5.2,71.2%,Não,Problemas Familiares,3445,Rural,1
18,Feminino,2,7.5,83.3%,Sim,Problemas de Saúde,4492,Urbana,1
18,Masculino,3,6.7,92.8%,Sim,Falta de Interesse,2934,Rural,1
18,Feminino,2,6.6,52.2%,Sim,Problemas Financeiros,4236,Rural,1
17,Masculino,3,7.4,64.3%,Sim,Outros,1893,Rural,1
17,Feminino,1,7.2,80.9%,Sim,Problemas Financeiros,1469,Urbana,1
17,Masculino,1,7.7,67.9%,Sim,Problemas de Saúde,4350,Rural,1
18,Masculino,2,7.7,56.3%,Sim,Falta de Interesse,2376,Rural,1
15,Feminino,1,6.3,87.4%,Sim,Falta de Interesse,1481,Urbana,1
15,Masculino,3,5.5,71.2%,Não,Outros,1976,Rural,1
15,Feminino,1,5.6,68.1%,Sim,Falta de Apoio Familiar,2030,Urbana,1
15,Masculino,1,6.4,87.0%,Não,Falta de Apoio Familiar,1310,Urbana,1
17,Feminino,2,9.7,54.0%,Sim,Falta de Interesse,2954,Urbana,1
17,Masculino,2,9.3,56.4%,Sim,Problemas Financeiros,3141,Urbana,1
15,Feminino,2,9.2,79.3%,Sim,Falta de Apoio Escolar,4218,Rural,1
18,Feminino,3,6.3,81.0%,Sim,Falta de Apoio Familiar,2288,Urbana,1
17,Masculino,1,9.1,97.4%,Não,Problemas Financeiros,4936,Rural,1
16,Masculino,3,8.3,59.2%,Sim,Outros,4145,Rural,1
15,Masculino,3,5.7,65.6%,Sim,Falta de Interesse,2143,Urbana,1
16,Masculino,2,7.1,66.6%,Não,Problemas Financeiros,4313,Urbana,1
16,Masculino,1,8.6,64.4%,Sim,Outros,4702,Rural,1
18,Masculino,1,7.8,76.8%,Sim,Outros,3591,Rural,1
15,Feminino,1,9.0,81.9%,Não,Outros,4047,Urbana,1
15,Masculino,1,5.1,68.5%,Não,Problemas Familiares,740,Rural,1
15,Feminino,2,7.2,75.2%,Sim,Outros,4697,Urbana,1
16,Masculino,2,8.3,50.3%,Sim,Problemas Familiares,1818,Urbana,1
17,Feminino,2,6.0,56.8%,Sim,Falta de Apoio Familiar,853,Rural,1
15,Feminino,2,8.5,70.7%,Não,Falta de Apoio Familiar,4873,Rural,1
15,Feminino,2,7.2,55.7%,Não,0,3993,Urbana,0
15,Masculino,2,5.4,97.2%,Não,Falta de Apoio Escolar,4598,Rural,1
18,Feminino,1,8.1,76.3%,Sim,Problemas Financeiros,3811,Rural,1
15,Feminino,3,6.7,98.7%,Sim,Problemas Financeiros,2006,Rural,1
18,Masculino,1,9.2,98.6%,Não,Falta de Apoio Familiar,4312,Urbana,1
15,Masculino,3,5.3,62.5%,Sim,Falta de Apoio Escolar,1807,Urbana,1
15,Feminino,2,8.4,61.5%,Não,Falta de Apoio Familiar,2176,Urbana,1
17,Masculino,2,6.3,57.5%,Não,Falta de Apoio Escolar,2681,Rural,1
18,Feminino,1,7.6,68.7%,Sim,Outros,4533,Urbana,1
15,Feminino,2,8.5,96.4%,Sim,Problemas de Saúde,1117,Rural,1
17,Masculino,2,9.7,85.8%,Sim,Problemas Financeiros,4096,Urbana,1
16,Feminino,1,9.2,57.5%,Não,Problemas de Saúde,4352,Rural,1
16,Masculino,3,6.4,91.4%,Sim,Falta de Apoio Escolar,3775,Rural,1
15,Masculino,3,6.0,84.2%,Sim,Problemas Familiares,3016,Rural,1
16,Feminino,3,9.1,68.6%,Sim,Problemas Financeiros,1937,Urbana,1
18,Masculino,3,8.4,86.8%,Não,Falta de Apoio Familiar,1977,Rural,1
16,Masculino,3,6.5,64.8%,Sim,Problemas de Saúde,3336,Rural,1
17,Masculino,3,8.1,64.9%,Sim,Problemas Financeiros,4887,Rural,1
18,Masculino,1,8.1,51.7%,Sim,Outros,1292,Rural,1
17,Feminino,3,6.9,94.6%,Não,Problemas de Saúde,3649,Urbana,1
16,Masculino,1,6.2,60.1%,Não,Outros,1456,Urbana,1
18,Feminino,2,9.2,78.3%,Sim,Falta de Interesse,1317,Rural,1
17,Masculino,3,5.4,52.5%,Sim,Falta de Interesse,996,Urbana,1
15,Feminino,3,6.5,54.5%,Não,Problemas Financeiros,3226,Urbana,1
15,Masculino,3,5.2,58.3%,Sim,Falta de Apoio Familiar,514,Rural,1
16,Masculino,3,8.9,69.6%,Não,Falta de Apoio Familiar,774,Urbana,1
18,Feminino,3,6.7,61.5%,Sim,Outros,3785,Urbana,1
15,Feminino,2,7.8,91.0%,Não,Problemas de Saúde,3579,Rural,1
15,Masculino,1,9.7,81.0%,Não,Problemas Familiares,1302,Urbana,1
18,Masculino,3,6.2,97.4%,Não,Problemas Familiares,701,Urbana,1
16,Feminino,1,10.0,69.2%,Não,Outros,2125,Urbana,1
18,Feminino,3,7.7,83.6%,Sim,Falta de Interesse,4474,Urbana,1
16,Masculino,2,9.1,85.7%,Não,Problemas Financeiros,1065,Urbana,1
16,Masculino,1,8.3,80.3%,Não,0,3002,Rural,0
17,Masculino,3,7.8,89.6%,Sim,Falta de Apoio Familiar,3611,Rural,1
16,Feminino,2,8.0,92.3%,Não,0,4366,Urbana,0
18,Masculino,2,5.5,92.4%,Não,Falta de Apoio Familiar,4896,Urbana,1
17,Feminino,2,7.2,99.8%,Não,Problemas de Saúde,1308,Rural,1
15,Masculino,3,8.0,98.9%,Não,Outros,3504,Urbana,1
15,Masculino,2,8.6,52.6%,Não,Problemas Financeiros,2786,Urbana,1
17,Masculino,2,5.5,69.3%,Sim,Falta de Interesse,2264,Urbana,1
15,Masculino,2,8.2,87.7%,Não,Problemas Financeiros,703,Rural,1
16,Masculino,1,6.2,85.0%,Não,Outros,2974,Urbana,1
17,Masculino,1,7.0,79.9%,Não,Falta de Apoio Escolar,4743,Rural,1
15,Feminino,1,5.6,92.8%,Não,0,4976,Urbana,0
15,Masculino,3,6.3,65.6%,Não,Outros,3171,Urbana,1
16,Masculino,1,5.4,88.8%,Sim,Falta de Apoio Escolar,2391,Rural,1
15,Feminino,1,5.1,86.7%,Não,Outros,4316,Urbana,1
16,Feminino,1,7.3,72.6%,Sim,Falta de Apoio Familiar,4730,Rural,1
18,Feminino,3,6.5,54.1%,Não,Problemas de Saúde,1188,Rural,1
16,Feminino,3,7.2,70.0%,Sim,0,4691,Rural,0
16,Masculino,1,6.8,99.5%,Não,Problemas Financeiros,3970,Urbana,1
17,Masculino,3,7.8,67.5%,Não,Problemas Financeiros,4357,Rural,1
16,Feminino,2,8.2,65.8%,Não,Falta de Apoio Escolar,4026,Urbana,1
18,Masculino,1,8.3,67.1%,Sim,Problemas Familiares,4895,Rural,1
15,Masculino,3,6.4,77.5%,Não,Problemas Familiares,4799,Rural,1
17,Masculino,2,8.3,64.2%,Não,Falta de Apoio Escolar,4643,Rural,1
17,Feminino,2,5.5,90.5%,Sim,Problemas Financeiros,3668,Rural,1
16,Masculino,1,5.2,89.0%,Sim,Falta de Interesse,4033,Urbana,1
15,Feminino,2,8.9,96.8%,Sim,Falta de Apoio Familiar,2272,Rural,1
18,Masculino,3,9.9,74.6%,Não,Falta de Apoio Escolar,4029,Rural,1
18,Masculino,3,8.2,75.4%,Não,Problemas Financeiros,778,Rural,1
17,Masculino,3,9.7,63.3%,Não,Falta de Apoio Familiar,4391,Urbana,1
17,Feminino,1,5.0,50.4%,Sim,Problemas de Saúde,1366,Urbana,1
17,Masculino,2,6.3,71.6%,Não,Problemas Financeiros,1501,Urbana,1
16,Masculino,1,8.0,76.2%,Sim,Falta de Apoio Escolar,3111,Rural,1
17,Feminino,2,7.5,97.1%,Não,Problemas de Saúde,3098,Rural,1
16,Feminino,2,7.9,91.1%,Não,Problemas de Saúde,1324,Urbana,1
17,Feminino,3,6.4,76.4%,Não,Falta de Interesse,2122,Rural,1
16,Feminino,2,7.8,81.2%,Não,Falta de Apoio Familiar,2045,Urbana,1
16,Masculino,1,7.5,91.1%,Sim,Falta de Apoio Familiar,1018,Rural,1
15,Masculino,3,5.7,98.6%,Sim,0,4320,Rural,0
16,Feminino,2,8.4,81.5%,Não,Problemas Familiares,1834,Urbana,1
17,Masculino,1,7.7,92.6%,Sim,Falta de Apoio Escolar,2788,Urbana,1
18,Masculino,1,7.7,76.2%,Sim,Falta de Interesse,3807,Urbana,1
15,Masculino,1,8.7,96.0%,Não,Falta de Apoio Escolar,1402,Rural,1
16,Feminino,1,7.0,59.8%,Sim,Falta de Apoio Familiar,3352,Urbana,1
17,Masculino,2,6.2,62.9%,Sim,Outros,2773,Urbana,1
15,Masculino,2,6.6,53.9%,Sim,Problemas Familiares,3248,Rural,1
17,Feminino,1,7.0,93.6%,Sim,0,3411,Urbana,0
18,Masculino,2,8.0,61.8%,Sim,Problemas de Saúde,2735,Urbana,1
15,Feminino,1,9.6,89.2%,Sim,Falta de Interesse,1260,Rural,1
16,Feminino,3,8.1,51.0%,Não,Outros,4186,Urbana,1
15,Feminino,2,6.8,60.1%,Não,Falta de Apoio Familiar,4797,Rural,1
18,Feminino,3,8.2,72.6%,Sim,Outros,2038,Urbana,1
15,Feminino,1,7.1,59.7%,Não,0,2135,Rural,0
15,Feminino,1,8.6,90.4%,Sim,Falta de Interesse,4950,Urbana,1
17,Masculino,1,7.2,82.8%,Sim,Falta de Apoio Familiar,2509,Rural,1
18,Masculino,2,8.5,55.3%,Sim,Falta de Apoio Escolar,2698,Rural,1
17,Masculino,1,5.4,93.8%,Não,0,538,Rural,0
16,Masculino,1,6.0,55.0%,Não,Falta de Apoio Escolar,3472,Urbana,1
17,Feminino,2,6.8,73.8%,Sim,Problemas de Saúde,1251,Rural,1
16,Masculino,2,7.2,59.3%,Sim,Falta de Apoio Familiar,4236,Urbana,1
18,Masculino,1,8.6,53.4%,Não,0,3197,Rural,0
18,Feminino,1,9.8,88.0%,Não,Problemas Financeiros,2726,Rural,1
18,Feminino,2,6.4,86.9%,Sim,Falta de Interesse,4351,Rural,1
18,Masculino,1,7.3,100.0%,Não,Falta de Apoio Familiar,2842,Rural,1
16,Masculino,3,8.5,65.4%,Sim,Problemas Familiares,3097,Urbana,1
17,Feminino,3,5.7,53.5%,Não,Problemas Financeiros,3812,Rural,1
16,Masculino,2,9.9,76.2%,Não,Falta de Interesse,4159,Rural,1
17,Feminino,3,7.0,57.3%,Não,Outros,886,Urbana,1
18,Feminino,1,6.3,68.0%,Sim,Falta de Apoio Escolar,3465,Rural,1
18,Masculino,3,5.8,76.8%,Não,Outros,1763,Urbana,1
15,Feminino,3,7.9,88.1%,Sim,Problemas Financeiros,2176,Rural,1
17,Masculino,3,5.2,99.5%,Sim,Problemas de Saúde,4437,Urbana,1
17,Masculino,1,7.1,81.4%,Não,0,605,Rural,0
18,Masculino,1,9.4,89.1%,Não,Falta de Interesse,4914,Urbana,1
15,Masculino,1,9.4,70.2%,Não,Problemas Financeiros,1364,Rural,1
18,Masculino,3,5.4,85.2%,Não,Falta de Apoio Familiar,901,Rural,1
15,Feminino,1,6.1,76.2%,Não,Problemas de Saúde,706,Urbana,1
17,Masculino,2,6.1,61.0%,Não,Problemas de Saúde,3004,Rural,1
18,Masculino,1,8.6,60.9%,Sim,Outros,1755,Urbana,1
17,Feminino,3,7.3,97.0%,Sim,Problemas Financeiros,2448,Rural,1
15,Masculino,3,9.0,51.5%,Sim,Falta de Apoio Familiar,4359,Rural,1
17,Masculino,1,9.4,76.1%,Sim,Falta de Interesse,2956,Urbana,1
17,Feminino,1,9.5,69.0%,Não,Outros,1855,Urbana,1
17,Masculino,2,5.9,68.1%,Sim,Outros,3225,Urbana,1
15,Masculino,3,5.8,88.9%,Sim,Falta de Apoio Escolar,2228,Rural,1
15,Feminino,3,5.0,50.9%,Não,Problemas de Saúde,1704,Rural,1
18,Masculino,3,8.1,74.7%,Sim,Problemas Financeiros,4729,Rural,1
18,Masculino,1,9.9,90.3%,Sim,Falta de Apoio Familiar,3751,Urbana,1
16,Masculino,1,5.0,65.4%,Sim,Problemas de Saúde,4724,Urbana,1
15,Masculino,2,8.7,95.5%,Sim,Falta de Interesse,4046,Urbana,1
16,Masculino,2,6.3,67.7%,Não,Problemas de Saúde,4651,Rural,1
18,Masculino,3,5.5,62.3%,Não,Problemas Familiares,2830,Rural,1
15,Masculino,2,7.4,54.6%,Não,Falta de Apoio Familiar,1040,Urbana,1
15,Masculino,2,10.0,80.1%,Não,Outros,2140,Rural,1
16,Feminino,1,5.1,71.5%,Sim,Problemas Familiares,1531,Urbana,1
15,Masculino,1,6.5,56.2%,Não,Problemas de Saúde,4838,Urbana,1
15,Feminino,3,8.8,53.3%,Sim,Falta de Apoio Familiar,4845,Rural,1
15,Masculino,2,9.4,89.8%,Sim,Problemas Familiares,1531,Urbana,1
16,Feminino,1,8.9,50.3%,Sim,Outros,1786,Rural,1
18,Feminino,2,9.0,70.7%,Sim,Falta de Interesse,3276,Urbana,1
17,Feminino,1,5.4,56.8%,Não,Problemas de Saúde,3363,Urbana,1
17,Feminino,1,6.5,99.5%,Não,0,3392,Rural,0
15,Feminino,3,6.5,90.6%,Não,Falta de Apoio Escolar,3244,Rural,1
18,Masculino,1,7.4,53.3%,Não,Problemas de Saúde,3206,Urbana,1
18,Feminino,2,8.7,79.6%,Sim,0,667,Urbana,0
15,Feminino,2,6.4,71.3%,Não,Outros,2797,Rural,1
17,Masculino,1,6.1,68.0%,Não,Falta de Apoio Familiar,2265,Urbana,1
16,Feminino,1,8.4,85.8%,Sim,Problemas Financeiros,2482,Urbana,1
17,Masculino,1,8.0,88.9%,Não,Outros,4003,Urbana,1
16,Feminino,3,8.1,69.5%,Sim,Problemas Financeiros,754,Rural,1
15,Feminino,3,7.2,79.8%,Sim,Problemas Financeiros,777,Urbana,1
17,Masculino,3,6.8,82.4%,Sim,Problemas Familiares,3890,Rural,1
16,Masculino,3,7.0,67.9%,Sim,Problemas Financeiros,2269,Rural,1
16,Feminino,3,9.8,62.7%,Sim,Problemas Financeiros,2300,Rural,1
16,Masculino,1,7.0,97.1%,Não,Falta de Apoio Familiar,710,Rural,1
17,Feminino,1,8.9,55.8%,Sim,Problemas de Saúde,4570,Urbana,1
